subject_id	source_language	translation_language	source_value	predicate_id	translation_value	translation_status
HP:0010204	en	en	Broad proximal phalanx of toe	rdfs:label	Broad proximal phalanx of toe	OFFICIAL
HP:0010087	en	en	Bullet-shaped proximal phalanx of the hallux	rdfs:label	Bullet-shaped proximal phalanx of the hallux	OFFICIAL
HP:0010205	en	en	Bullet-shaped proximal toe phalanx	rdfs:label	Bullet-shaped proximal toe phalanx	OFFICIAL
HP:0010088	en	en	Curved proximal phalanx of the hallux	rdfs:label	Curved proximal phalanx of the hallux	OFFICIAL
HP:0010206	en	en	Curved proximal toe phalanx	rdfs:label	Curved proximal toe phalanx	OFFICIAL
HP:0010089	en	en	Osteolytic defects of the proximal phalanx of the hallux	rdfs:label	Osteolytic defects of the proximal phalanx of the hallux	OFFICIAL
HP:0010198	en	en	Osteolytic defects of the middle phalanges of the toes	rdfs:label	Osteolytic defects of the middle phalanges of the toes	OFFICIAL
HP:0010090	en	en	Patchy sclerosis of the proximal phalanx of the hallux	rdfs:label	Patchy sclerosis of the proximal phalanx of the hallux	OFFICIAL
HP:0010199	en	en	Patchy sclerosis of middle toe phalanx	rdfs:label	Patchy sclerosis of middle toe phalanx	OFFICIAL
HP:0100943	en	en	Sclerosis of the proximal phalanx of the hallux	rdfs:label	Sclerosis of the proximal phalanx of the hallux	OFFICIAL
HP:0010200	en	en	Symphalangism affecting the middle phalanges of the toes	rdfs:label	Symphalangism affecting the middle phalanges of the toes	OFFICIAL
HP:0010092	en	en	Triangular shaped proximal phalanx of the hallux	rdfs:label	Triangular shaped proximal phalanx of the hallux	OFFICIAL
HP:0010201	en	en	Triangular shaped middle phalanges of the toes	rdfs:label	Triangular shaped middle phalanges of the toes	OFFICIAL
HP:0010093	en	en	Duplication of the proximal phalanx of the hallux	rdfs:label	Duplication of the proximal phalanx of the hallux	OFFICIAL
HP:0010094	en	en	Complete duplication of the proximal phalanx of the hallux	rdfs:label	Complete duplication of the proximal phalanx of the hallux	OFFICIAL
HP:0010095	en	en	Partial duplication of the proximal phalanx of the hallux	rdfs:label	Partial duplication of the proximal phalanx of the hallux	OFFICIAL
HP:0010202	en	en	Duplication of middle phalanx of toe	rdfs:label	Duplication of middle phalanx of toe	OFFICIAL
HP:0010102	en	en	Aplasia of the distal phalanx of the hallux	rdfs:label	Aplasia of the distal phalanx of the hallux	OFFICIAL
HP:0010110	en	en	Aplasia of the phalanges of the hallux	rdfs:label	Aplasia of the phalanges of the hallux	OFFICIAL
HP:0010645	en	en	Aplasia of the distal phalanges of the toes	rdfs:label	Aplasia of the distal phalanges of the toes	OFFICIAL
HP:0010103	en	en	Short distal phalanx of hallux	rdfs:label	Short distal phalanx of hallux	OFFICIAL
HP:0010111	en	en	Short phalanx of hallux	rdfs:label	Short phalanx of hallux	OFFICIAL
HP:0010104	en	en	Absent first metatarsal	rdfs:label	Absent first metatarsal	OFFICIAL
HP:0010105	en	en	Short first metatarsal	rdfs:label	Short first metatarsal	OFFICIAL
HP:0010106	en	en	Aplasia of the proximal phalanx of the hallux	rdfs:label	Aplasia of the proximal phalanx of the hallux	OFFICIAL
HP:0100388	en	en	Aplasia of the proximal phalanges of the toes	rdfs:label	Aplasia of the proximal phalanges of the toes	OFFICIAL
HP:0010107	en	en	Short proximal phalanx of hallux	rdfs:label	Short proximal phalanx of hallux	OFFICIAL
HP:0010109	en	en	Short hallux	rdfs:label	Short hallux	OFFICIAL
HP:0010745	en	en	Aplasia of the phalanges of the toes	rdfs:label	Aplasia of the phalanges of the toes	OFFICIAL
HP:0010746	en	en	Hypoplasia of the phalanges of the toes	rdfs:label	Hypoplasia of the phalanges of the toes	OFFICIAL
HP:0010112	en	en	Mesoaxial foot polydactyly	rdfs:label	Mesoaxial foot polydactyly	OFFICIAL
HP:0010113	en	en	Absent hallux epiphysis	rdfs:label	Absent hallux epiphysis	OFFICIAL
HP:0010162	en	en	Absent epiphyses of the toes	rdfs:label	Absent epiphyses of the toes	OFFICIAL
HP:0010114	en	en	Bracket epiphyses of the hallux	rdfs:label	Bracket epiphyses of the hallux	OFFICIAL
HP:0010163	en	en	Bracket epiphyses of the toes	rdfs:label	Bracket epiphyses of the toes	OFFICIAL
HP:0010115	en	en	Cone-shaped epiphyses of the hallux	rdfs:label	Cone-shaped epiphyses of the hallux	OFFICIAL
HP:0010164	en	en	Cone-shaped epiphyses of the toes	rdfs:label	Cone-shaped epiphyses of the toes	OFFICIAL
HP:0010116	en	en	Enlarged epiphyses of the hallux	rdfs:label	Enlarged epiphyses of the hallux	OFFICIAL
HP:0010165	en	en	Enlarged epiphyses of the toes	rdfs:label	Enlarged epiphyses of the toes	OFFICIAL
HP:0010117	en	en	Fragmentation of the epiphyses of the hallux	rdfs:label	Fragmentation of the epiphyses of the hallux	OFFICIAL
HP:0010166	en	en	Fragmentation of the epiphyses of the toes	rdfs:label	Fragmentation of the epiphyses of the toes	OFFICIAL
HP:0010118	en	en	Irregular epiphyses of the hallux	rdfs:label	Irregular epiphyses of the hallux	OFFICIAL
HP:0010167	en	en	Irregular epiphyses of the toes	rdfs:label	Irregular epiphyses of the toes	OFFICIAL
HP:0010119	en	en	Ivory epiphyses of the hallux	rdfs:label	Ivory epiphyses of the hallux	OFFICIAL
HP:0010168	en	en	Ivory epiphyses of the toes	rdfs:label	Ivory epiphyses of the toes	OFFICIAL
HP:0010120	en	en	Pseudoepiphyses of the hallux	rdfs:label	Pseudoepiphyses of the hallux	OFFICIAL
HP:0010169	en	en	Pseudoepiphyses of the toes	rdfs:label	Pseudoepiphyses of the toes	OFFICIAL
HP:0010121	en	en	Small epiphyses of the hallux	rdfs:label	Small epiphyses of the hallux	OFFICIAL
HP:0010170	en	en	Small epiphyses of the toes	rdfs:label	Small epiphyses of the toes	OFFICIAL
HP:0010122	en	en	Stippling of the epiphyses of the hallux	rdfs:label	Stippling of the epiphyses of the hallux	OFFICIAL
HP:0010171	en	en	Epiphyseal stippling of toe phalanges	rdfs:label	Epiphyseal stippling of toe phalanges	OFFICIAL
HP:0010123	en	en	Triangular epiphyses of the hallux	rdfs:label	Triangular epiphyses of the hallux	OFFICIAL
HP:0010172	en	en	Triangular epiphyses of the toes	rdfs:label	Triangular epiphyses of the toes	OFFICIAL
HP:0010124	en	en	Abnormality of the epiphysis of the distal phalanx of the hallux	rdfs:label	Abnormality of the epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010125	en	en	Abnormality of the epiphysis of the 1st metatarsal	rdfs:label	Abnormality of the epiphysis of the 1st metatarsal	OFFICIAL
HP:0010126	en	en	Abnormality of the epiphysis of the proximal phalanx of the hallux	rdfs:label	Abnormality of the epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010127	en	en	Absent epiphysis of the proximal phalanx of the hallux	rdfs:label	Absent epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010128	en	en	Bracket epiphysis of the proximal phalanx of the hallux	rdfs:label	Bracket epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010129	en	en	Cone-shaped epiphysis of the proximal phalanx of the hallux	rdfs:label	Cone-shaped epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010130	en	en	Enlarged epiphysis of the proximal phalanx of the hallux	rdfs:label	Enlarged epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010131	en	en	Fragmentation of the epiphysis of the proximal phalanx of the hallux	rdfs:label	Fragmentation of the epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010132	en	en	Irregular epiphysis of the proximal phalanx of the hallux	rdfs:label	Irregular epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010133	en	en	Ivory epiphysis of the proximal phalanx of the hallux	rdfs:label	Ivory epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010134	en	en	Pseudoepiphysis of the proximal phalanx of the hallux	rdfs:label	Pseudoepiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010135	en	en	Small epiphysis of the proximal phalanx of the hallux	rdfs:label	Small epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010136	en	en	Stippling of the epiphysis of the proximal phalanx of the hallux	rdfs:label	Stippling of the epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010137	en	en	Triangular epiphysis of the proximal phalanx of the hallux	rdfs:label	Triangular epiphysis of the proximal phalanx of the hallux	OFFICIAL
HP:0010138	en	en	Absent epiphysis of the distal phalanx of the hallux	rdfs:label	Absent epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010139	en	en	Bracket epiphysis of the distal phalanx of the hallux	rdfs:label	Bracket epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010140	en	en	Cone-shaped epiphysis of the distal phalanx of the hallux	rdfs:label	Cone-shaped epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010141	en	en	Enlarged epiphysis of the distal phalanx of the hallux	rdfs:label	Enlarged epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010142	en	en	Fragmentation of the epiphysis of the distal phalanx of the hallux	rdfs:label	Fragmentation of the epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010143	en	en	Irregular epiphysis of the distal phalanx of the hallux	rdfs:label	Irregular epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010144	en	en	Ivory epiphysis of the distal phalanx of the hallux	rdfs:label	Ivory epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010145	en	en	Pseudoepiphysis of the distal phalanx of the hallux	rdfs:label	Pseudoepiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010146	en	en	Small epiphysis of the distal phalanx of the hallux	rdfs:label	Small epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010147	en	en	Stippling of the epiphysis of the distal phalanx of the hallux	rdfs:label	Stippling of the epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010148	en	en	Triangular epiphysis of the distal phalanx of the hallux	rdfs:label	Triangular epiphysis of the distal phalanx of the hallux	OFFICIAL
HP:0010149	en	en	Absent epiphysis of the 1st metatarsal	rdfs:label	Absent epiphysis of the 1st metatarsal	OFFICIAL
HP:0010150	en	en	Bracket epiphysis of the 1st metatarsal	rdfs:label	Bracket epiphysis of the 1st metatarsal	OFFICIAL
HP:0010151	en	en	Cone-shaped epiphysis of the 1st metatarsal	rdfs:label	Cone-shaped epiphysis of the 1st metatarsal	OFFICIAL
HP:0010630	en	en	Abnormal metatarsal epiphysis morphology	rdfs:label	Abnormal metatarsal epiphysis morphology	OFFICIAL
HP:0010152	en	en	Enlarged epiphysis of the 1st metatarsal	rdfs:label	Enlarged epiphysis of the 1st metatarsal	OFFICIAL
HP:0010153	en	en	Fragmentation of the epiphysis of the 1st metatarsal	rdfs:label	Fragmentation of the epiphysis of the 1st metatarsal	OFFICIAL
HP:0010154	en	en	Irregular epiphysis of the 1st metatarsal	rdfs:label	Irregular epiphysis of the 1st metatarsal	OFFICIAL
HP:0010155	en	en	Ivory epiphysis of the 1st metatarsal	rdfs:label	Ivory epiphysis of the 1st metatarsal	OFFICIAL
HP:0010156	en	en	Pseudoepiphysis of the 1st metatarsal	rdfs:label	Pseudoepiphysis of the 1st metatarsal	OFFICIAL
HP:0010157	en	en	Small epiphysis of the 1st metatarsal	rdfs:label	Small epiphysis of the 1st metatarsal	OFFICIAL
HP:0010158	en	en	Stippling of the epiphysis of the 1st metatarsal	rdfs:label	Stippling of the epiphysis of the 1st metatarsal	OFFICIAL
HP:0010159	en	en	Triangular epiphysis of the 1st metatarsal	rdfs:label	Triangular epiphysis of the 1st metatarsal	OFFICIAL
HP:0010631	en	en	Abnormality of the epiphyses of the feet	rdfs:label	Abnormality of the epiphyses of the feet	OFFICIAL
HP:0010578	en	en	Bracket epiphyses	rdfs:label	Bracket epiphyses	OFFICIAL
HP:0034281	en	en	Phalangeal cone-shaped epiphyses	rdfs:label	Phalangeal cone-shaped epiphyses	OFFICIAL
HP:0100924	en	en	Sclerosis of toe phalanx	rdfs:label	Sclerosis of toe phalanx	OFFICIAL
HP:0010184	en	en	Abnormality of toe proximal phalanx	rdfs:label	Abnormality of toe proximal phalanx	OFFICIAL
HP:0100948	en	en	Sclerosis of distal toe phalanx	rdfs:label	Sclerosis of distal toe phalanx	OFFICIAL
HP:0010195	en	en	Broad middle phalanges of the toes	rdfs:label	Broad middle phalanges of the toes	OFFICIAL
HP:0010196	en	en	Bullet-shaped middle toe phalanx	rdfs:label	Bullet-shaped middle toe phalanx	OFFICIAL
HP:0010197	en	en	Curved middle toe phalanx	rdfs:label	Curved middle toe phalanx	OFFICIAL
HP:0100947	en	en	Sclerosis of middle toe phalanx	rdfs:label	Sclerosis of middle toe phalanx	OFFICIAL
HP:0010203	en	en	Aplasia/hypoplasia of proximal toe phalanx	rdfs:label	Aplasia/hypoplasia of proximal toe phalanx	OFFICIAL
HP:0010207	en	en	Osteolytic defect of the proximal toe phalanx	rdfs:label	Osteolytic defect of the proximal toe phalanx	OFFICIAL
HP:0100946	en	en	Sclerosis of proximal toe phalanx	rdfs:label	Sclerosis of proximal toe phalanx	OFFICIAL
HP:0010209	en	en	Symphalangism affecting the proximal phalanges of the toes	rdfs:label	Symphalangism affecting the proximal phalanges of the toes	OFFICIAL
HP:0010210	en	en	Triangular shaped proximal phalanges of the toes	rdfs:label	Triangular shaped proximal phalanges of the toes	OFFICIAL
HP:0010211	en	en	Duplication of proximal phalanx of toe	rdfs:label	Duplication of proximal phalanx of toe	OFFICIAL
HP:0010212	en	en	Flexion contracture of the hallux	rdfs:label	Flexion contracture of the hallux	OFFICIAL
HP:0010213	en	en	Contracture of the tarsometatarsal joint of the hallux	rdfs:label	Contracture of the tarsometatarsal joint of the hallux	OFFICIAL
HP:0010214	en	en	Contracture of the interphalangeal joint of the hallux	rdfs:label	Contracture of the interphalangeal joint of the hallux	OFFICIAL
HP:0010215	en	en	Contractures of the metatarsophalangeal joint of the hallux	rdfs:label	Contractures of the metatarsophalangeal joint of the hallux	OFFICIAL
HP:0010219	en	en	Structural foot deformity	rdfs:label	Structural foot deformity	OFFICIAL
HP:0010221	en	en	obsolete Pseudoepiphysis of the 2nd metacarpal	rdfs:label	obsolete Pseudoepiphysis of the 2nd metacarpal	OFFICIAL
HP:0010222	en	en	Abnormality of the epiphysis of the 3rd metacarpal	rdfs:label	Abnormality of the epiphysis of the 3rd metacarpal	OFFICIAL
HP:0010223	en	en	Pseudoepiphysis of the 3rd metacarpal	rdfs:label	Pseudoepiphysis of the 3rd metacarpal	OFFICIAL
HP:0010224	en	en	Abnormality of the epiphysis of the 4th metacarpal	rdfs:label	Abnormality of the epiphysis of the 4th metacarpal	OFFICIAL
HP:0010225	en	en	Pseudoepiphysis of the 4th metacarpal	rdfs:label	Pseudoepiphysis of the 4th metacarpal	OFFICIAL
HP:0010226	en	en	Abnormality of the epiphysis of the 5th metacarpal	rdfs:label	Abnormality of the epiphysis of the 5th metacarpal	OFFICIAL
HP:0010227	en	en	Pseudoepiphysis of the 5th metacarpal	rdfs:label	Pseudoepiphysis of the 5th metacarpal	OFFICIAL
HP:0010280	en	en	Stomatitis	rdfs:label	Stomatitis	OFFICIAL
HP:0010281	en	en	Cleft lower lip	rdfs:label	Cleft lower lip	OFFICIAL
HP:0010282	en	en	Thin lower lip vermilion	rdfs:label	Thin lower lip vermilion	OFFICIAL
HP:0010284	en	en	Intra-oral hyperpigmentation	rdfs:label	Intra-oral hyperpigmentation	OFFICIAL
HP:0100669	en	en	Abnormal pigmentation of the oral mucosa	rdfs:label	Abnormal pigmentation of the oral mucosa	OFFICIAL
HP:0010285	en	en	Oral synechia	rdfs:label	Oral synechia	OFFICIAL
HP:0010287	en	en	Abnormality of the submandibular glands	rdfs:label	Abnormality of the submandibular glands	OFFICIAL
HP:0010288	en	en	Abnormality of the sublingual glands	rdfs:label	Abnormality of the sublingual glands	OFFICIAL
HP:0010290	en	en	Short hard palate	rdfs:label	Short hard palate	OFFICIAL
HP:0100737	en	en	Abnormal hard palate morphology	rdfs:label	Abnormal hard palate morphology	OFFICIAL
HP:0010291	en	en	Prominent palatine ridges	rdfs:label	Prominent palatine ridges	OFFICIAL
HP:0010292	en	en	Absent uvula	rdfs:label	Absent uvula	OFFICIAL
HP:0010293	en	en	Aplasia/Hypoplasia of the uvula	rdfs:label	Aplasia/Hypoplasia of the uvula	OFFICIAL
HP:0010294	en	en	Palate fistula	rdfs:label	Palate fistula	OFFICIAL
HP:0010296	en	en	Ankyloglossia	rdfs:label	Ankyloglossia	OFFICIAL
HP:0010297	en	en	Bifid tongue	rdfs:label	Bifid tongue	OFFICIAL
HP:0010298	en	en	Smooth tongue	rdfs:label	Smooth tongue	OFFICIAL
HP:0010300	en	en	Abnormally low-pitched voice	rdfs:label	Abnormally low-pitched voice	OFFICIAL
HP:0045005	en	en	Neural tube defect	rdfs:label	Neural tube defect	OFFICIAL
HP:0100006	en	en	Neoplasm of the central nervous system	rdfs:label	Neoplasm of the central nervous system	OFFICIAL
HP:0010304	en	en	Spinal meningeal diverticulum	rdfs:label	Spinal meningeal diverticulum	OFFICIAL
HP:0010305	en	en	Absence of the sacrum	rdfs:label	Absence of the sacrum	OFFICIAL
HP:0010306	en	en	Short thorax	rdfs:label	Short thorax	OFFICIAL
HP:0030829	en	en	Abnormal breath sound	rdfs:label	Abnormal breath sound	OFFICIAL
HP:0010308	en	en	Asternia	rdfs:label	Asternia	OFFICIAL
HP:0010309	en	en	Bifid sternum	rdfs:label	Bifid sternum	OFFICIAL
HP:0010310	en	en	Chylothorax	rdfs:label	Chylothorax	OFFICIAL
HP:0010312	en	en	Asymmetry of the breasts	rdfs:label	Asymmetry of the breasts	OFFICIAL
HP:0010313	en	en	Breast hypertrophy	rdfs:label	Breast hypertrophy	OFFICIAL
HP:0010314	en	en	Premature thelarche	rdfs:label	Premature thelarche	OFFICIAL
HP:0010316	en	en	Ebstein anomaly of the tricuspid valve	rdfs:label	Ebstein anomaly of the tricuspid valve	OFFICIAL
HP:0010317	en	en	Scapular aplasia	rdfs:label	Scapular aplasia	OFFICIAL
HP:0010319	en	en	Abnormal second toe morphology	rdfs:label	Abnormal second toe morphology	OFFICIAL
HP:0010320	en	en	Abnormal third toe morphology	rdfs:label	Abnormal third toe morphology	OFFICIAL
HP:0010321	en	en	Abnormal fourth toe morphology	rdfs:label	Abnormal fourth toe morphology	OFFICIAL
HP:0010323	en	en	Abnormality of the epiphyses of the 2nd toe	rdfs:label	Abnormality of the epiphyses of the 2nd toe	OFFICIAL
HP:0010324	en	en	Abnormal morphology of phalanx of the 2nd toe	rdfs:label	Abnormal morphology of phalanx of the 2nd toe	OFFICIAL
HP:0010325	en	en	Aplasia/Hypoplasia of the 2nd toe	rdfs:label	Aplasia/Hypoplasia of the 2nd toe	OFFICIAL
HP:0010327	en	en	Flexion contracture of the 2nd toe	rdfs:label	Flexion contracture of the 2nd toe	OFFICIAL
HP:0010328	en	en	Polydactyly affecting the 2nd toe	rdfs:label	Polydactyly affecting the 2nd toe	OFFICIAL
HP:0010329	en	en	Abnormality of the epiphyses of the 3rd toe	rdfs:label	Abnormality of the epiphyses of the 3rd toe	OFFICIAL
HP:0010330	en	en	Abnormality of the phalanges of the 3rd toe	rdfs:label	Abnormality of the phalanges of the 3rd toe	OFFICIAL
HP:0010331	en	en	Aplasia/Hypoplasia of the 3rd toe	rdfs:label	Aplasia/Hypoplasia of the 3rd toe	OFFICIAL
HP:0010333	en	en	Flexion contracture of 3rd toe	rdfs:label	Flexion contracture of 3rd toe	OFFICIAL
HP:0010334	en	en	Polydactyly affecting the 3rd toe	rdfs:label	Polydactyly affecting the 3rd toe	OFFICIAL
HP:0010335	en	en	Abnormality of the epiphyses of the 4th toe	rdfs:label	Abnormality of the epiphyses of the 4th toe	OFFICIAL
HP:0010336	en	en	Abnormality of the phalanges of the 4th toe	rdfs:label	Abnormality of the phalanges of the 4th toe	OFFICIAL
